5803,5648,5416,5384,4850,4478,4314,4306,4142,4083,4024,3983,3836,3641,3635,3537,3527,3422,3194,2998,2877,2852,2640,2576,2510,2506,2458,2451,2378,2208,2194,1901,1655,1625,994,788,600,439,
5482,5374,5318,4882,4199,4113,3179,
